,FileName,XMin,XMax,YMin,YMax,ClassName
0,20_CAQU.png,0.02673922902494331,0.08966893424036282,0.8894557823129252,0.804421768707483,Bird
1,21_CAQU.png,0.8021859410430839,0.8651247165532879,0.8894557823129252,0.804421768707483,Bird
2,22_CAQU.png,0.44369160997732426,0.5066303854875284,0.8894557823129252,0.804421768707483,Bird
3,23_CAQU.png,0.4474920634920635,0.510421768707483,0.8894557823129252,0.804421768707483,Bird
4,24_CAQU.png,0.6878730158730159,0.7508027210884354,0.8894557823129252,0.804421768707483,Bird
5,25_CAQU.png,0.578702947845805,0.6416417233560091,0.8894557823129252,0.804421768707483,Bird
6,26_CAQU.png,0.9056507936507937,0.9776326530612245,0.8984375,0.8046875,Bird
7,27_CAQU.png,0.31336961451247164,0.3853514739229025,0.8984375,0.8046875,Bird
8,28_CAQU.png,0.8759274376417233,0.9479092970521542,0.8984375,0.8046875,Bird
9,29_CAQU.png,0.5712471655328798,0.6432290249433107,0.8984375,0.8046875,Bird
10,30_CAQU.png,0.3206984126984127,0.39268027210884354,0.8984375,0.8046875,Bird
11,31_CAQU.png,0.5266848072562358,0.5986666666666667,0.8984375,0.8046875,Bird
12,32_CAQU.png,0.1756371882086168,0.24761904761904763,0.8984375,0.8046875,Bird
13,33_CAQU.png,0.7276462585034014,0.7996281179138321,0.8984375,0.8046875,Bird
14,34_CAQU.png,0.42513378684807257,0.4971156462585034,0.8984375,0.8046875,Bird
15,35_CAQU.png,0.5530975056689342,0.6250793650793651,0.8984375,0.8046875,Bird
16,36_CAQU.png,0.8373786848072562,0.9093605442176871,0.8984375,0.8046875,Bird
17,37_CAQU.png,0.2581950113378685,0.3301768707482993,0.8984375,0.8046875,Bird
18,38_CAQU.png,0.12219501133786848,0.1941768707482993,0.8984375,0.8046875,Bird
19,39_CAQU.png,0.42872562358276645,0.5007074829931972,0.8984375,0.8046875,Bird
20,40_CAQU.png,0.3472108843537415,0.4191927437641723,0.8984375,0.8046875,Bird
21,41_CAQU.png,0.26327437641723356,0.3352562358276644,0.8984375,0.8046875,Bird
22,42_CAQU.png,0.5547482993197279,0.6267301587301587,0.8984375,0.8046875,Bird
23,43_CAQU.png,0.12113378684807256,0.19311564625850342,0.8984375,0.8046875,Bird
24,44_CAQU.png,0.831764172335601,0.9037460317460317,0.8984375,0.8046875,Bird
25,45_CAQU.png,0.4336235827664399,0.5056054421768708,0.8984375,0.8046875,Bird
26,46_CAQU.png,0.1963265306122449,0.26830839002267576,0.8984375,0.8046875,Bird
27,47_CAQU.png,0.610140589569161,0.6821224489795918,0.8984375,0.8046875,Bird
28,48_CAQU.png,0.41159183673469385,0.48357369614512474,0.8984375,0.8046875,Bird
29,49_CAQU.png,0.18013605442176872,0.25211791383219956,0.8984375,0.8046875,Bird
30,50_CAQU.png,0.44099773242630386,0.5129795918367347,0.8984375,0.8046875,Bird
31,51_CAQU.png,0.22931519274376416,0.301297052154195,0.8984375,0.8046875,Bird
32,52_CAQU.png,0.6018956916099774,0.6738775510204081,0.8984375,0.8046875,Bird
33,53_CAQU.png,0.2996190476190476,0.37160090702947846,0.8984375,0.8046875,Bird
34,54_CAQU.png,0.7251156462585034,0.7970975056689342,0.8984375,0.8046875,Bird
35,55_CAQU.png,0.46765532879818594,0.5396371882086167,0.8984375,0.8046875,Bird
36,56_CAQU.png,0.34676643990929706,0.4187482993197279,0.8984375,0.8046875,Bird
37,57_CAQU.png,0.5225396825396825,0.5945215419501134,0.8984375,0.8046875,Bird
38,58_CAQU.png,0.15797732426303854,0.22995918367346938,0.8984375,0.8046875,Bird
39,59_CAQU.png,0.8623310657596371,0.934312925170068,0.8984375,0.8046875,Bird
40,60_CAQU.png,0.20391836734693877,0.27590022675736964,0.8984375,0.8046875,Bird
41,61_CAQU.png,0.23230839002267573,0.30429024943310656,0.8984375,0.8046875,Bird
42,62_CAQU.png,0.21044897959183673,0.28243083900226756,0.8984375,0.8046875,Bird
43,63_CAQU.png,0.4833015873015873,0.5552834467120181,0.8984375,0.8046875,Bird
44,64_CAQU.png,0.8167619047619048,0.8887437641723356,0.8984375,0.8046875,Bird
45,65_CAQU.png,0.5366439909297052,0.608625850340136,0.8984375,0.8046875,Bird
46,66_CAQU.png,0.09578231292517007,0.1677641723356009,0.8984375,0.8046875,Bird
47,67_CAQU.png,0.3803718820861678,0.4523537414965986,0.8984375,0.8046875,Bird
48,68_CAQU.png,0.46146031746031746,0.5334421768707484,0.8984375,0.8046875,Bird
49,69_CAQU.png,0.7132517006802721,0.785233560090703,0.8984375,0.8046875,Bird
50,70_CAQU.png,0.873922902494331,0.9459047619047619,0.8984375,0.8046875,Bird
51,71_CAQU.png,0.44281179138321997,0.5147936507936508,0.8984375,0.8046875,Bird
52,72_CAQU.png,0.648562358276644,0.7205442176870749,0.8984375,0.8046875,Bird
53,73_CAQU.png,0.4272018140589569,0.49918367346938775,0.8984375,0.8046875,Bird
